hh_id;internet;car;emergency;holiday;friends;meat;leisure;furniture;clothes;heating;money;shoes
100536;0;0;0;0;0;0;0;0;0;0;0;0
12599;0;0;0;0;0;0;0;0;0;0;0;0
100552;0;0;0;0;0;0;0;0;0;0;0;0
108758;0;0;0;0;0;0;0;0;0;0;0;0
134791;0;0;0;0;0;0;0;0;0;0;0;0
143936;0;0;0;0;0;0;0;0;0;0;0;0
12629;0;0;0;0;0;0;0;0;0;0;0;0
106119;0;0;0;0;0;0;0;NA;0;0;0;0
114570;0;0;0;0;0;0;0;0;0;0;0;0
117811;0;0;0;0;0;0;0;0;0;0;0;0
12700;0;0;0;1;1;0;1;1;0;0;1;0
12726;0;0;0;0;0;0;0;0;0;0;0;0
86207;0;0;0;0;0;0;0;NA;0;0;0;0
94170;0;0;0;0;0;0;0;0;0;0;0;0
12866;0;0;0;0;0;0;0;0;0;0;0;0
60143;0;0;0;0;0;0;0;0;0;0;0;0
13005;0;0;0;0;0;0;0;0;0;0;0;0
13153;0;0;0;0;0;0;0;0;0;0;0;0
13307;0;0;1;0;0;0;0;0;0;0;0;0
114189;0;0;0;0;0;0;0;1;0;0;0;0
128139;0;0;0;0;0;0;0;0;0;0;0;0
13315;0;0;0;0;0;0;0;0;0;0;0;0
13323;0;0;0;0;0;0;0;0;0;0;0;0
13420;0;0;0;0;0;0;0;0;0;0;0;0
13463;0;0;0;0;0;0;0;0;0;0;0;0
139424;0;0;0;NA;NA;0;0;NA;0;0;0;0
13536;0;0;0;0;0;0;0;0;0;0;0;0
13625;0;0;0;0;0;0;0;0;0;0;0;0
107999;0;0;0;0;0;0;0;0;0;0;0;0
13633;0;0;0;0;0;0;0;0;0;0;0;0
119563;0;0;0;0;0;0;0;0;0;0;0;0
13714;0;0;0;0;0;0;0;0;0;0;0;0
136140;0;0;0;0;0;0;0;0;0;0;0;0
13722;0;0;1;0;0;0;0;0;0;0;0;0
114715;0;0;1;0;0;0;0;0;0;0;0;0
13854;0;0;0;0;0;0;0;NA;0;0;0;0
83399;0;0;0;0;0;0;0;0;0;0;0;0
110329;0;0;0;0;0;0;0;1;0;0;0;0
65153;0;0;0;0;0;0;0;0;0;0;0;0
136808;0;0;0;0;0;0;0;0;0;0;0;0
145980;0;0;0;0;0;0;0;1;0;0;0;0
13900;0;0;0;0;0;0;0;0;0;0;0;0
13951;0;0;0;0;0;0;0;0;0;0;0;0
13960;0;1;1;0;0;0;0;0;0;0;0;0
14214;0;0;0;0;0;0;0;0;0;0;0;0
14320;0;0;0;0;0;0;0;0;0;0;0;0
14338;0;0;0;0;0;0;0;0;0;0;0;0
141054;0;0;1;0;0;0;0;0;0;0;0;0
143480;0;0;0;0;0;0;0;NA;0;0;0;0
14354;0;0;0;0;0;0;0;0;0;0;0;0
107700;0;0;0;0;0;0;0;0;0;0;0;0
14494;0;0;0;0;0;0;0;0;0;0;0;0
14508;0;0;0;0;0;0;0;0;0;0;0;0
118400;0;0;0;0;0;0;0;0;0;0;0;0
14613;0;0;0;0;0;0;0;0;0;0;0;0
70319;0;0;0;0;0;0;0;0;0;0;0;0
100323;0;0;0;0;0;0;0;0;0;0;0;0
14818;0;0;0;0;0;0;0;0;0;0;0;0
14826;0;0;0;0;0;0;0;1;0;0;NA;0
82961;0;0;0;0;0;0;0;0;0;0;0;0
14931;0;0;1;0;0;0;0;1;0;0;0;0
14958;0;0;0;0;NA;0;0;0;0;0;0;0
82970;0;0;0;0;0;0;0;0;0;0;0;0
15024;0;0;0;0;0;0;0;0;0;0;0;0
92428;0;0;0;0;0;0;0;1;1;0;0;0
15342;0;0;0;0;0;0;0;0;0;0;0;0
15423;0;0;0;0;0;0;0;0;0;0;0;0
15474;0;0;1;1;1;0;0;1;1;1;0;0
15601;0;0;0;0;0;0;0;0;0;0;0;0
15628;1;1;0;0;1;0;1;0;0;0;0;0
95109;0;0;0;0;0;0;0;0;0;0;0;0
126233;0;0;NA;0;0;0;0;0;0;0;0;0
15660;0;0;0;0;0;0;0;0;0;0;0;0
15776;0;0;0;0;0;0;0;0;0;0;0;0
82309;0;0;0;0;0;0;0;0;0;0;0;0
128260;0;0;0;0;0;0;0;0;0;0;0;0
16330;0;0;0;0;0;0;0;0;0;0;0;0
114456;0;0;0;0;0;0;0;0;0;0;0;0
16349;0;0;0;0;0;0;0;0;0;0;0;0
16357;0;0;0;0;0;0;0;0;0;0;0;0
145327;0;0;1;1;NA;0;0;NA;0;0;0;0
16438;0;0;0;0;0;0;0;0;0;0;0;0
82473;0;0;0;0;0;0;0;0;0;0;0;0
16640;0;0;0;0;0;0;0;0;0;0;0;0
91413;0;0;0;0;0;0;0;0;0;0;0;0
95273;0;0;0;0;0;0;0;0;0;0;0;0
125911;0;0;0;0;0;0;0;0;0;0;0;0
145483;0;1;0;0;0;0;0;0;0;0;0;0
149101;0;1;0;0;0;0;0;0;0;0;0;0
149128;0;0;0;0;0;0;0;0;0;0;0;0
16748;0;0;0;0;0;0;0;0;0;0;0;0
110418;0;0;0;0;0;0;0;0;0;0;0;0
141763;0;1;1;1;0;0;0;1;0;0;0;0
65013;0;0;1;0;0;0;0;1;0;0;1;0
141909;0;0;1;1;0;0;0;1;0;0;0;0
156272;0;0;1;1;0;0;0;0;0;0;0;0
17000;0;0;1;0;0;0;0;0;0;0;0;0
122548;0;0;0;0;0;0;0;0;0;0;0;0
113018;0;0;0;1;0;0;0;0;0;0;0;0
17280;0;0;1;1;0;0;0;1;0;0;0;0
17310;0;0;0;NA;NA;0;NA;0;0;0;0;0
17361;0;0;0;0;0;0;0;0;0;0;0;0
97284;0;0;0;0;0;0;0;0;0;0;0;0
17388;0;0;0;1;1;0;0;1;0;0;0;0
17787;0;0;1;0;0;0;0;1;1;0;0;0
94226;0;0;1;1;0;0;0;0;0;0;0;0
118672;0;0;0;0;0;0;0;0;0;0;0;0
131334;0;0;1;1;0;0;0;1;1;0;0;0
65854;0;0;0;0;0;0;0;0;0;0;0;0
18074;0;0;1;0;0;0;0;0;0;0;0;0
111155;0;0;0;0;0;0;0;0;0;0;0;0
18147;0;0;0;0;0;0;0;0;0;0;0;0
132624;0;0;0;0;0;0;0;0;0;0;0;0
18287;0;0;0;NA;NA;0;0;NA;0;0;NA;0
141208;0;0;0;0;0;0;0;0;0;0;0;0
143200;0;0;0;0;0;0;0;0;0;0;0;0
18570;0;0;0;0;0;0;0;0;0;0;0;0
18589;0;0;0;0;0;0;0;0;0;0;0;0
115045;0;1;1;1;NA;0;1;1;1;0;0;0
113395;0;0;0;1;0;0;0;1;0;0;0;0
128953;0;0;1;1;1;0;NA;1;1;0;1;0
150932;0;0;0;0;0;0;0;0;0;1;0;0
18740;0;0;0;0;NA;0;0;0;0;0;0;0
18872;0;0;0;0;0;0;0;NA;0;0;0;0
18910;0;0;0;0;0;0;0;0;0;0;0;0
18937;0;0;0;0;0;0;0;0;0;0;0;0
100730;0;0;0;0;0;0;0;0;0;0;0;0
18988;1;0;0;0;NA;0;0;NA;0;0;NA;0
19089;0;0;0;0;0;0;0;0;0;0;0;0
19208;0;0;0;0;0;0;0;0;0;0;0;0
75310;0;0;0;0;0;0;0;0;0;0;0;0
19402;0;0;0;0;0;0;0;0;0;0;0;0
131377;0;0;0;NA;0;0;0;0;0;0;0;0
19550;0;0;0;0;0;0;0;0;0;0;0;0
113409;0;0;0;0;0;0;0;1;0;0;0;0
123170;0;0;0;0;0;0;0;1;0;0;0;0
19780;0;0;0;1;0;0;0;0;0;0;0;0
123056;0;0;0;0;0;0;0;0;0;0;0;0
151572;0;0;1;0;0;0;0;1;0;0;0;0
19836;0;0;0;0;0;0;0;0;0;0;0;0
108685;0;0;0;0;0;0;0;0;0;0;0;0
19925;0;0;1;1;0;0;0;1;0;0;0;0
109770;0;0;0;0;0;0;0;0;0;0;0;0
20311;0;0;0;0;0;0;0;0;0;0;0;0
20664;0;0;0;0;0;0;0;0;0;0;0;0
75868;0;0;1;0;1;0;1;1;0;0;1;0
150690;0;0;0;0;0;0;0;0;0;0;0;0
20877;0;0;0;0;0;0;0;0;0;0;0;0
134074;0;0;0;0;0;0;0;0;0;0;0;0
21008;0;0;0;0;NA;0;0;0;0;0;0;0
21024;0;0;0;0;0;0;0;0;0;0;0;0
21318;0;0;0;0;0;0;0;0;0;0;0;0
21482;0;0;0;0;0;0;0;0;0;0;0;0
112429;0;0;0;NA;0;0;0;0;0;0;0;0
108375;0;0;1;0;0;0;0;1;0;0;0;0
147885;0;0;1;1;0;0;0;0;0;0;0;0
21814;0;0;0;0;0;0;0;0;0;0;0;0
71129;0;0;0;0;0;0;0;0;0;0;0;0
60402;0;0;0;0;0;0;0;0;0;0;0;0
138800;0;0;0;0;0;0;0;0;0;0;0;0
21920;0;0;0;0;0;0;0;0;0;0;0;0
21962;NA;0;0;NA;0;0;NA;0;0;0;0;0
22020;0;0;0;0;0;0;0;0;0;0;0;0
79553;NA;0;0;0;0;0;0;NA;0;0;0;0
85928;0;0;0;0;0;0;0;NA;0;0;0;0
142093;0;0;0;0;0;0;0;0;0;0;0;0
88684;0;0;0;0;0;0;0;0;0;0;0;0
105619;0;0;0;0;0;0;0;0;0;0;0;0
22365;0;0;0;0;0;0;0;0;0;0;0;0
92126;0;0;0;0;0;0;0;1;0;0;0;0
108871;0;0;0;0;0;0;0;0;0;0;0;0
124672;0;0;0;0;0;0;0;0;0;0;0;0
94641;0;0;0;0;0;0;0;0;0;0;0;0
151521;0;0;0;0;0;0;0;0;0;0;0;0
130192;0;0;0;1;0;0;0;1;NA;0;0;0
22535;0;0;0;0;0;0;0;0;0;0;0;0
100617;0;0;0;0;0;0;0;0;0;0;0;0
112763;0;0;0;0;0;0;0;0;0;0;0;0
22543;0;0;1;1;1;0;1;1;0;0;0;0
22829;0;0;0;0;0;0;0;0;0;0;0;0
22837;0;0;0;0;0;0;0;0;0;0;0;0
97438;0;0;0;0;0;0;0;0;0;0;0;0
117340;0;0;0;0;0;0;0;0;0;0;0;0
22845;0;0;0;0;0;0;0;0;0;0;0;0
94773;0;0;0;0;0;0;0;1;1;0;0;0
23060;0;0;0;0;0;0;0;0;0;0;0;0
76112;0;0;0;0;0;0;0;0;0;0;0;0
23191;0;0;0;0;0;0;0;0;0;0;0;0
23213;0;0;0;0;0;0;0;0;0;0;0;0
23299;0;0;1;0;0;0;1;0;0;0;0;0
23361;0;0;0;0;0;0;0;0;0;0;0;0
23671;0;0;0;0;0;0;0;0;0;0;0;0
127051;0;0;0;0;0;0;0;0;0;0;NA;0
23809;0;0;0;0;0;0;0;0;0;0;0;0
23833;0;0;0;0;0;0;0;0;0;0;0;0
106348;0;0;0;0;0;0;0;0;0;0;0;0
23930;0;0;0;0;0;0;1;1;1;0;0;0
79944;0;0;0;0;0;0;0;0;0;0;0;0
88200;0;0;NA;NA;NA;0;NA;NA;0;0;0;0
147095;0;0;0;0;0;0;0;0;0;0;0;0
85480;0;0;0;0;0;0;0;0;0;0;0;0
85499;0;0;0;0;0;0;0;0;0;0;0;0
24120;0;0;0;0;0;0;0;0;0;0;0;0
24147;1;0;0;0;1;0;0;0;1;0;0;0
24279;0;0;0;0;0;0;0;0;0;0;0;0
80357;0;0;0;0;0;0;0;0;0;0;0;0
24473;0;0;0;0;0;0;0;0;0;0;0;0
60577;0;0;0;0;0;0;0;0;0;0;0;0
97420;0;0;0;0;0;0;0;NA;0;0;0;0
130621;0;0;0;0;0;0;0;0;0;1;0;0
140040;0;0;1;1;0;0;0;0;0;0;1;0
145521;0;0;1;1;0;0;0;0;0;0;0;0
24490;0;1;1;1;1;0;0;1;0;0;0;0
130966;0;0;0;0;0;0;0;1;0;0;0;0
92630;0;0;0;0;0;0;0;0;0;0;0;0
132330;0;0;0;0;0;0;0;0;0;0;0;0
24627;0;0;0;0;0;0;0;0;0;0;0;0
60216;0;0;0;0;0;0;0;0;0;0;0;0
115657;0;0;0;0;0;0;0;0;0;0;0;0
138738;0;1;0;1;0;0;0;1;1;1;0;0
24775;0;0;0;0;0;0;0;NA;0;0;0;0
123617;0;0;0;0;0;0;0;0;0;0;1;0
24821;0;0;0;0;0;0;0;0;0;0;0;0
92789;0;0;0;0;0;0;0;0;0;0;0;0
112151;0;0;0;1;0;0;0;0;0;0;0;0
66567;0;0;0;0;0;0;0;0;0;0;0;0
126640;0;0;0;0;0;0;0;0;0;0;0;0
97365;0;0;0;0;0;0;0;0;0;0;0;0
25160;0;0;0;0;0;0;0;0;0;0;0;0
82732;0;1;1;0;0;0;0;0;0;0;0;0
91782;0;0;0;0;0;0;0;0;0;0;0;0
25186;0;0;0;0;0;0;0;0;0;0;0;0
122360;0;0;0;0;0;0;0;0;0;0;0;0
94501;0;0;0;0;0;0;0;0;0;0;0;0
118214;0;0;0;0;0;0;0;0;0;0;0;0
61700;0;0;0;0;0;0;0;0;0;0;0;0
140759;0;0;0;0;0;0;0;0;0;0;0;0
25330;0;0;0;0;0;0;0;0;0;0;0;0
97268;0;0;0;0;0;0;0;0;0;0;0;0
25399;0;0;0;0;0;0;0;0;0;0;0;0
94200;0;0;0;0;0;0;0;1;0;0;0;0
25437;NA;NA;0;NA;NA;0;NA;NA;NA;0;0;0
115088;0;0;0;0;NA;0;0;NA;NA;NA;NA;0
25534;0;0;0;0;0;0;NA;0;0;0;0;0
25569;0;0;0;0;0;0;0;0;0;0;0;0
25658;0;0;0;0;0;0;0;0;0;0;0;0
115444;0;0;0;0;0;0;0;0;0;0;0;0
25844;0;0;0;0;0;0;0;0;0;0;0;0
25933;0;0;0;0;0;0;0;0;0;0;0;0
113794;0;0;0;0;NA;0;0;NA;0;0;NA;0
92800;0;0;0;0;0;0;0;0;0;0;0;0
143758;0;0;0;0;0;0;0;0;0;0;0;0
114634;0;0;0;0;0;0;0;0;0;0;0;0
26077;0;0;0;0;0;0;1;0;0;0;0;0
107565;0;0;0;0;0;0;0;0;0;0;0;0
26190;0;0;0;0;0;0;0;0;0;0;0;0
115509;0;0;0;0;0;0;0;0;0;0;0;0
88730;0;0;0;0;0;0;0;0;0;0;0;0
110469;0;1;0;0;0;0;0;0;0;0;0;0
26727;0;0;0;0;0;0;0;0;0;0;0;0
82333;0;0;0;0;0;0;0;0;0;0;0;0
113816;0;0;0;0;0;0;0;0;0;0;0;0
124656;0;0;0;0;0;0;0;0;0;0;0;0
133540;0;0;0;0;0;0;0;0;0;0;0;0
135429;0;0;0;0;0;0;0;0;0;0;0;0
140732;0;0;0;0;0;0;0;0;0;0;0;0
149217;0;0;1;1;1;0;1;1;1;1;1;1
75019;0;0;1;0;0;0;0;1;0;0;0;0
26778;NA;0;0;NA;NA;0;NA;NA;0;0;0;NA
120987;0;0;0;0;NA;0;0;NA;0;0;0;0
26980;0;0;0;0;0;0;0;0;0;0;0;0
85227;0;0;0;0;0;0;0;NA;0;0;0;0
83216;0;0;0;0;0;0;0;0;0;0;0;0
79260;0;0;0;0;0;0;0;0;0;0;0;0
27731;0;0;0;0;0;0;0;0;0;0;0;0
106089;0;0;0;0;0;0;0;0;0;0;0;0
27804;0;0;0;0;0;0;0;0;0;0;0;0
85715;0;0;0;0;0;0;0;0;0;0;0;0
112224;0;0;0;0;0;0;0;0;0;0;0;0
85693;0;0;1;0;NA;0;0;NA;0;0;0;0
125237;0;0;0;0;NA;0;NA;0;0;0;0;0
27855;0;0;0;0;0;0;0;0;0;0;0;0
113913;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;0
28266;0;0;0;0;0;0;0;0;0;0;0;0
28290;0;0;0;0;0;0;0;0;0;0;0;0
28304;0;0;0;0;0;0;0;0;0;0;0;0
118982;0;0;0;0;0;0;0;0;0;0;0;0
28339;0;0;0;0;0;0;0;0;0;0;0;0
146765;0;0;0;0;0;0;0;0;0;0;0;0
65676;0;0;0;0;0;0;0;0;0;0;0;0
105813;0;0;1;1;0;0;0;0;0;0;0;0
28355;0;0;1;1;0;0;0;0;0;0;0;0
28436;0;0;0;0;0;0;0;0;0;0;0;0
28444;0;0;0;0;0;0;0;0;0;0;0;0
28460;0;0;0;0;0;0;0;0;0;0;0;0
28509;0;0;0;0;0;0;0;0;0;0;0;0
79294;0;0;0;0;0;0;0;0;0;0;0;0
28690;0;NA;NA;0;0;0;0;NA;0;0;NA;0
28754;0;0;0;0;0;0;0;0;0;0;0;0
28886;0;0;0;0;0;0;0;0;0;0;0;0
113808;0;0;1;1;1;0;0;1;0;0;0;0
126608;0;0;1;0;0;0;0;0;0;0;0;0
28894;0;0;0;0;0;0;0;0;0;0;0;0
143774;0;0;0;0;0;0;0;0;0;0;0;0
29025;0;0;0;0;0;0;0;0;0;0;0;0
29084;0;0;0;0;0;0;0;0;0;0;0;0
29173;0;0;0;0;0;0;0;0;0;0;0;0
110477;0;0;0;0;0;0;0;0;0;0;0;0
29203;0;0;0;0;0;0;0;0;0;0;0;0
105856;0;0;0;0;0;0;0;0;0;0;0;0
29211;0;0;0;0;0;0;0;0;0;0;0;0
29220;1;1;1;1;1;0;1;1;1;0;1;0
29327;0;0;0;0;0;0;0;0;0;0;0;0
29343;0;0;0;0;0;0;0;0;0;0;0;0
29408;0;0;0;0;0;0;0;0;0;0;0;0
29459;0;0;0;0;0;0;0;0;0;0;0;0
130117;0;0;1;0;0;0;0;0;0;0;0;0
